post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Application,attribute_data:Application,attribute_default:Application,attribute:Applications,attribute_data:Applications,attribute_default:Applications,"attribute:Bowl Size","attribute_data:Bowl Size","attribute_default:Bowl Size",attribute:Brand,attribute_data:Brand,attribute_default:Brand,"attribute:Brand Name","attribute_data:Brand Name","attribute_default:Brand Name",attribute:Capacity,attribute_data:Capacity,attribute_default:Capacity,attribute:Color,attribute_data:Color,attribute_default:Color,attribute:Colors,attribute_data:Colors,attribute_default:Colors,attribute:Dimension,attribute_data:Dimension,attribute_default:Dimension,attribute:Finish,attribute_data:Finish,attribute_default:Finish,attribute:Group,attribute_data:Group,attribute_default:Group,"attribute:Half Bowl Dimensions","attribute_data:Half Bowl Dimensions","attribute_default:Half Bowl Dimensions","attribute:Inlet Connection Size","attribute_data:Inlet Connection Size","attribute_default:Inlet Connection Size","attribute:Installation Type","attribute_data:Installation Type","attribute_default:Installation Type","attribute:Key Feature","attribute_data:Key Feature","attribute_default:Key Feature",attribute:Material,attribute_data:Material,attribute_default:Material,"attribute:Package Content","attribute_data:Package Content","attribute_default:Package Content","attribute:Package Contents","attribute_data:Package Contents","attribute_default:Package Contents",attribute:Quantity,attribute_data:Quantity,attribute_default:Quantity,"attribute:Room Type","attribute_data:Room Type","attribute_default:Room Type","attribute:Salient Features","attribute_data:Salient Features","attribute_default:Salient Features","attribute:Seating Height","attribute_data:Seating Height","attribute_default:Seating Height","attribute:Shelf Life","attribute_data:Shelf Life","attribute_default:Shelf Life","attribute:Single Bowl Dimensions","attribute_data:Single Bowl Dimensions","attribute_default:Single Bowl Dimensions",attribute:Size,attribute_data:Size,attribute_default:Size,"attribute:Suitable For","attribute_data:Suitable For","attribute_default:Suitable For","attribute:Surface Finish","attribute_data:Surface Finish","attribute_default:Surface Finish",attribute:Thichness,attribute_data:Thichness,attribute_default:Thichness,attribute:Thickness,attribute_data:Thickness,attribute_default:Thickness,"attribute:Trap Size","attribute_data:Trap Size","attribute_default:Trap Size","attribute:Trap Type","attribute_data:Trap Type","attribute_default:Trap Type",attribute:Type,attribute_data:Type,attribute_default:Type,attribute:Warranty,attribute_data:Warranty,attribute_default:Warranty,attribute:Weight,attribute_data:Weight,attribute_default:Weight,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material
"Plato Angle Cock- Live AV008",plato-angle-cock-live-av008,,103,"Plato Forged Angle valve is one of the best angle valves available in the Indian market today. We produce the finest, Toughest, and smooth operating angle valve with a variety of features that cant be found in any other angle valve in India.

Plato’s forged brass Angle valve product line is intended for general and special-purpose use.  Please be aware that Angle valves are intended for use in the fully open or closed position.",,publish,,0,"2020-06-01 10:37:07",1,open,PLTAV008,,,no,no,,360,280,,,,,,,outofstock,no,no,,no,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/Live-Angle-Cock-2.jpg ! alt :  ! title : Live Angle Cock ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-angle-cock-live-av008/,simple,outofstock,"Bathroom > Accessories > Angle Cock/Stop Cock|Bathroom","Plato Angle Cock",,,,,,,,,,,Plato,3|1|0,,,,,,,,,,,,,,,,,Chrome,1|1|0,,Accessories,5|0|0,,,,,,,,,,,,,,Brass,0|1|0,,"Angle Cock Only",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Years",4|1|0,,,,,,,
"Plato Kitchen Faucet- Fabious KF001",plato-kitchen-faucet-fabious-kf001,,111,"The Height of a Faucet Determines your flexibility in the use of water. Do you just want to have more room to move while washing your hands, or do you want to have enough room to be able to fill a watering can with ease? One thing is certain: The higher the Faucets, the more flexibility you will have in your daily life.

We have a name for the individually utilizable area between washbasin and mixer",,publish,,0,"2020-06-01 11:10:41",1,open,PLTKF001,,,no,no,,3990,3107,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/IMG-20200316-WA0006-1.jpg ! alt :  ! title : IMG-20200316-WA0006 ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-kitchen-faucet-fabious-kf001/,simple,outofstock,"Kitchen|Kitchen > Kitchen Mixers/Faucets","Plato Faucet|Plato Kitchen Faucet",,,,,,,,,,,Plato,4|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,"Table Mounted",2|1|0,,,,,Brass,0|1|0,,"1 Kitchen Faucet",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Kitchen Faucet- Niagra KF002",plato-kitchen-faucet-niagra-kf002,,112,"The Height of a Faucet Determines your flexibility in the use of water. Do you just want to have more room to move while washing your hands, or do you want to have enough room to be able to fill a watering can with ease? One thing is certain: The higher the Faucets, the more flexibility you will have in your daily life.

We have a name for the individually utilizable area between washbasin and mixer",,publish,,0,"2020-06-01 11:19:20",1,open,PLTKF002,,,no,no,,4500,3504,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/IMG-20200316-WA0005-1.jpg ! alt :  ! title : IMG-20200316-WA0005 ! desc :  ! caption :  | https://shop.abchauz.com/wp-content/uploads/2020/06/lyf-style-1.jpg ! alt :  ! title : lyf style ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-kitchen-faucet-niagra-kf002/,simple,outofstock,"Kitchen|Kitchen > Kitchen Mixers/Faucets","Faucet|Plato Faucet|Plato Kitchen Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,"Table Mounted",3|1|0,,,,,Brass,0|1|0,,"1 Kitchen Faucet",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Kitchen Faucet-Quink KF003",plato-kitchen-faucet-quink-kf003,,114,"The Height of a Faucet Determines your flexibility in the use of water. Do you just want to have more room to move while washing your hands, or do you want to have enough room to be able to fill a watering can with ease? One thing is certain: The higher the Faucets, the more flexibility you will have in your daily life.

We have a name for the individually utilizable area between washbasin and mixer",,publish,,0,"2020-06-01 11:23:59",1,open,PLTKF003,,,no,no,,3900,3037,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/IMG-20200316-WA0004.jpg ! alt :  ! title : IMG-20200316-WA0004 ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-kitchen-faucet-quink-kf003/,simple,outofstock,"Kitchen|Kitchen > Kitchen Mixers/Faucets","Kitchen Faucet|Plato Kitchen Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,"Table Mounted",3|1|0,,,,,Brass,0|1|0,,"1 Kitchen Faucet",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Kitchen Faucet- Italic KF008",plato-kitchen-faucet-italic-kf008,,116,"The Height of a Faucet Determines your flexibility in the use of water. Do you just want to have more room to move while washing your hands, or do you want to have enough room to be able to fill a watering can with ease? One thing is certain: The higher the Faucets, the more flexibility you will have in your daily life.

We have a name for the individually utilizable area between washbasin and mixer",,publish,,0,"2020-06-01 11:48:35",1,open,PLTKF008,,,no,no,,4200,3270,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/IMG-20200316-WA0003-1.jpg ! alt :  ! title : IMG-20200316-WA0003 ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-kitchen-faucet-italic-kf008/,simple,outofstock,"Kitchen|Kitchen > Kitchen Mixers/Faucets","Faucet|Kitchen Faucet|Plato Kitchen Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,"Table Mounted",3|1|0,,,,,Brass,0|1|0,,"1 Kitchen Faucet",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Kitchen Faucet- Mikado KF105",plato-kitchen-faucet-mikado-kf105,,119,,,publish,,0,"2020-06-01 11:58:33",1,open,PLTKF105,,,no,no,,12000,9345,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/MIKADO-KITCHEN-FOUSET-1.jpg ! alt :  ! title : MIKADO KITCHEN FOUSET ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-kitchen-faucet-mikado-kf105/,simple,outofstock,"Kitchen|Kitchen > Kitchen Mixers/Faucets","Faucets|Kitchen Faucet|Plato Kitchen Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,"Table Mounted",3|1|0,,,,,Brass,0|1|0,,"1 Kitchen Faucet",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Kitchen Faucet- Neo KF106",plato-kitchen-faucet-neo-kf106,,121,"The Height of a Faucet Determines your flexibility in the use of water. Do you just want to have more room to move while washing your hands, or do you want to have enough room to be able to fill a watering can with ease? One thing is certain: The higher the Faucets, the more flexibility you will have in your daily life.

We have a name for the individually utilizable area between washbasin and mixer",,publish,,0,"2020-06-01 12:05:37",1,open,PLTKF106,,,no,no,,10800,9180,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/NEO.jpg ! alt :  ! title : NEO ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-kitchen-faucet-neo-kf106/,simple,outofstock,"Kitchen|Kitchen > Kitchen Mixers/Faucets","Kitchen Faucet|Plato Kitchen Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,"Table Mounted",3|1|0,,,,,Brass,0|1|0,,"1 Kitchen Faucet",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Kitchen Faucet- Quard KF107",plato-kitchen-faucet-quard-kf107,,123,"The Height of a Faucet Determines your flexibility in the use of water. Do you just want to have more room to move while washing your hands, or do you want to have enough room to be able to fill a watering can with ease? One thing is certain: The higher the Faucets, the more flexibility you will have in your daily life.

We have a name for the individually utilizable area between washbasin and mixer",,publish,,0,"2020-06-01 12:10:00",1,open,PLTKF107,,,no,no,,10050,9345,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/107-1.jpg ! alt :  ! title : 107 ! desc :  ! caption :  | https://shop.abchauz.com/wp-content/uploads/2020/06/faucet-lyf-style3-1.jpg ! alt :  ! title : faucet lyf style3 ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-kitchen-faucet-quard-kf107/,simple,outofstock,"Kitchen|Kitchen > Kitchen Mixers/Faucets","Faucet|Kitchen Faucet|Plato Kitchen Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,"Table Mounted",3|1|0,,,,,Brass,0|1|0,,"1 Kitchen Faucet",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Health Faucet- Spray 7302",plato-health-faucet-spray-7302,,126,"Health Faucet is a Triggered nozzle that delivers s spray of water to help cleaning / Washing after toilet use. It is placed in a holder that is fitted on the wall, near the toilet seat. It is connected from the faucet/tap via connection Pipe

Powerful. Clean. Efficient. That’s the easy part. Choosing from our wide array of designs, Water saving health faucet technologies and innovative features is the hard part. To help you decide, we have included a brief list of things to consider and a gallery of our health faucet designs. To learn more and see additional views of each.

Health faucets can also be used for Salon, Spa, and Gardening",,publish,,0,"2020-06-01 12:22:38",1,open,PLTHF7302,,,no,no,,500,387,,,,,,,outofstock,no,no,,no,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/SPRAY-1.jpg ! alt :  ! title : SPRAY ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-health-faucet-spray-7302/,simple,outofstock,"Bathroom|Bathroom > Health Faucet","Faucet|Health Faucet|Plato Health Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,,,,,,,"ABS ( High-Quality Plastic)",0|1|0,,"Health Faucet with Wall Hook and 1 Mtr Tube",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Health Faucet- Ebro 7304",plato-health-faucet-ebro-7304,,128,"Health Faucet is a Triggered nozzle that delivers s spray of water to help cleaning / Washing after toilet use. It is placed in a holder that is fitted on the wall, near the toilet seat. It is connected from the faucet/tap via connection Pipe

Powerful. Clean. Efficient. That’s the easy part. Choosing from our wide array of designs, Water saving health faucet technologies and innovative features is the hard part. To help you decide, we have included a brief list of things to consider and a gallery of our health faucet designs. To learn more and see additional views of each.

Health faucets can also be used for Salon, Spa, and Gardening",,publish,,0,"2020-06-01 12:30:41",1,open,PLTHF7304,,,no,no,,375,290,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/EBRO-1.jpg ! alt :  ! title : EBRO ! desc :  ! caption :  | https://shop.abchauz.com/wp-content/uploads/2020/06/EBRO-2.jpg ! alt :  ! title : EBRO-2 ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-health-faucet-ebro-7304/,simple,,"Bathroom|Bathroom > Health Faucet","Faucet|Health Faucet|Plato Health Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,Yellow,1|1|0,,,,,,,,,,,,,,,,,ABS,0|1|0,,"Health Faucet with Wall Hook and 1 Mtr Ivory Tube",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Health Faucet- Seona 7320",plato-health-faucet-seona-7320,,130,"Health Faucet is a Triggered nozzle that delivers s spray of water to help cleaning / Washing after toilet use. It is placed in a holder that is fitted on the wall, near the toilet seat. It is connected from the faucet/tap via connection Pipe

Powerful. Clean. Efficient. That’s the easy part. Choosing from our wide array of designs, Water saving health faucet technologies and innovative features is the hard part. To help you decide, we have included a brief list of things to consider and a gallery of our health faucet designs. To learn more and see additional views of each.

Health faucets can also be used for Salon, Spa, and Gardening",,publish,,0,"2020-06-01 12:36:33",1,open,PLTHF7320,,,no,no,,900,700,,,,,,,outofstock,no,no,,no,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/SEONA-1.jpg ! alt :  ! title : SEONA ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-health-faucet-seona-7320/,simple,outofstock,"Bathroom|Bathroom > Health Faucet","Faucet|Health Faucet|Plato Health Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,,,,,,,"ABS ( High-Quality Plastic)",0|1|0,,"Health Faucet with Wall Hook and 1 Mtr SS304 Tube",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Health Faucet- Niagra 7322",plato-health-faucet-niagra-7322,,135,"Health Faucet is a Triggered nozzle that delivers s spray of water to help cleaning / Washing after toilet use. It is placed in a holder that is fitted on the wall, near the toilet seat. It is connected from the faucet/tap via connection Pipe

Powerful. Clean. Efficient. That’s the easy part. Choosing from our wide array of designs, Water saving health faucet technologies and innovative features is the hard part. To help you decide, we have included a brief list of things to consider and a gallery of our health faucet designs. To learn more and see additional views of each.

Health faucets can also be used for Salon, Spa, and Gardening",,publish,,0,"2020-06-01 14:28:49",1,open,PLTHF7322,,,no,no,,930,724,,,,,,,instock,no,no,,no,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/NIAGRA-1.jpg ! alt :  ! title : NIAGRA ! desc :  ! caption :  | https://shop.abchauz.com/wp-content/uploads/2020/06/NIAGRA-2.jpg ! alt :  ! title : NIAGRA-2 ! desc :  ! caption : ",,https://shop.abchauz.com/product/plato-health-faucet-niagra-7322/,simple,,"Bathroom > Health Faucet","Faucet|Health Faucet|Plato Health Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,,,,,,,"ABS ( High-Quality Plastic)",0|1|0,,"Health Faucet with Wall Hook and 1 Mtr SS304 Tube",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Hung Cistern- HX 807",wall-hung,,160,"Fovit brings you this flushing cistern which is made from High-Quality Plastic and comes with White and dark Green in colors. The package contains 1 Flush tank and its connection pipes",,publish,,0,"2020-06-02 16:32:13",1,open,FVTHX807,,,no,no,,1950,1658,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/HX-807.jpg ! alt :  ! title : HX-807 ! desc :  ! caption :  | https://shop.abchauz.com/wp-content/uploads/2020/06/HX-807-2-1.jpg ! alt :  ! title : HX-807-2 ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung/,simple,,"Bathroom > Cistern","Flush tank|Fovit Wall Hung Cistern",,,,,,,,,,,Fovit,0|1|0,,,,,,,,"White and Dark Green",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,1|1|0,,"1 Cistern with Connection pipes",4|1|0,,,,,,,,,,,,,,,,,,,,,,,"430 x 380 x 86 MM",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Hung Cistern - HX817",wall-hung-2,,162,"Fovit brings you this flushing cistern which is made from High-Quality Plastic and comes with White and Gray in colors. The package contains 1 Flush tank and its connection pipes",,publish,,0,"2020-06-02 16:32:15",1,open,FVTHX817,,,no,no,,1950,1658,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/HX-817-2.jpg ! alt :  ! title : HX-817-2 ! desc :  ! caption :  | https://shop.abchauz.com/wp-content/uploads/2020/06/HX-817-3-1.jpg ! alt :  ! title : HX-817-3 ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-2/,simple,,"Bathroom > Cistern","Flush tank|Fovit Wall Hung Cistern",,,,,,,,,,,Fovit,0|1|0,,,,,,,,"White and Gray",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,3|1|0,,"1 Cistern with Connection Pipe",1|1|0,,,,,,,,,,,,,,,,,,,,,,,"395 x 340 x 116 MM",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Hung Cistern - HX 820",wall-hung-7,,172,"Fovit brings you this flushing cistern which is made from High-Quality Plastic and comes with White color. The package contains 1 Flush tank and its connection pipes",,publish,,0,"2020-06-02 16:32:21",1,open,FVTHX820,,,no,no,,2400,2040,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/HX-820.jpg ! alt :  ! title : HX-820 ! desc :  ! caption :  | https://shop.abchauz.com/wp-content/uploads/2020/06/HX-820-2-1.jpg ! alt :  ! title : HX-820-2 ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-7/,simple,,"Bathroom|Bathroom > Cistern","Flush tank|Fovit Wall Hung Cistern",,,,,,,,,,,Fovit,0|1|0,,,,,,,,White,4|1|0,,,,,"415 x 370 x 126 MM",3|1|0,,,,,,,,,,,,,,,,,,,,Plastic,2|1|0,,"1 Cistern with connection Pipes",1|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Hung Cistern- HX850B",wall-hung-8,,174,"Wall Hung Cistern, Dual Flush, Capacity 6 Liter",,publish,,0,"2020-06-02 16:32:22",1,open,FVTHX850B,,,no,no,,2950,2508,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/HX-850B.jpg ! alt :  ! title : HX-850B.jpg ! desc :  ! caption :  | https://shop.abchauz.com/wp-content/uploads/2020/06/HX-850B-2-1.jpg ! alt :  ! title : HX-850B-2 ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-8/,simple,,"Bathroom|Bathroom > Cistern","Flush tank|Fovit Wall Hung Cistern",,,,,,,,,,,Fovit,3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Cistern with Connection Pipes",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Health Faucet - Centura Push",centura-push-health-faucet,,235,"Health Faucet is a Triggered nozzle that delivers s spray of water to help cleaning / Washing after toilet use. It is placed in a holder that is fitted on the wall, near the toilet seat. It is connected from the faucet/tap via connection Pipe

Powerful. Clean. Efficient. That’s the easy part. Choosing from our wide array of designs, Water saving health faucet technologies and innovative features is the hard part. To help you decide, we have included a brief list of things to consider and a gallery of our health faucet designs. To learn more and see additional views of each.

Health faucets can also be used for Salon, Spa, and Gardening",,publish,,0,"2020-06-04 09:58:00",1,open,PLTHF7326,,,no,no,,930,724,,,,,,visible,outofstock,no,no,,no,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/CENTURA-1.jpg ! alt :  ! title : CENTURA ! desc :  ! caption : ",,https://shop.abchauz.com/product/centura-push-health-faucet/,simple,outofstock,"Bathroom|Bathroom > Health Faucet","Health Faucet|Plat Health faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,,,,,,,ABS,0|1|0,,"Health Faucet with Wall Hook and 1 Mtr SS304 Tube",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Health Faucet - Smart",smart-health-faucet,,237,"Health Faucet is a Triggered nozzle that delivers s spray of water to help cleaning / Washing after toilet use. It is placed in a holder that is fitted on the wall, near the toilet seat. It is connected from the faucet/tap via connection Pipe

Powerful. Clean. Efficient. That’s the easy part. Choosing from our wide array of designs, Water saving health faucet technologies and innovative features is the hard part. To help you decide, we have included a brief list of things to consider and a gallery of our health faucet designs. To learn more and see additional views of each.

Health faucets can also be used for Salon, Spa, and Gardening",,publish,,0,"2020-06-04 09:58:01",1,open,PLTHF7328,,,no,no,,990,771,,,,,,visible,outofstock,no,no,,no,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/SMART-1.jpg ! alt :  ! title : SMART ! desc :  ! caption : ",,https://shop.abchauz.com/product/smart-health-faucet/,simple,outofstock,"Bathroom|Bathroom > Health Faucet","Health Faucet|Plat Health faucet|Smart",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,,,,,,,ABS,0|1|0,,"Health Faucet with Wall Hook and 1 Mtr SS304 Tube",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Health Faucet- Diplomat",diplomat-7350,,239,"Health Faucet is a Triggered nozzle that delivers s spray of water to help cleaning / Washing after toilet use. It is placed in a holder that is fitted on the wall, near the toilet seat. It is connected from the faucet/tap via connection Pipe

Powerful. Clean. Efficient. That’s the easy part. Choosing from our wide array of designs, Water saving health faucet technologies and innovative features is the hard part. To help you decide, we have included a brief list of things to consider and a gallery of our health faucet designs. To learn more and see additional views of each.

Health faucets can also be used for Salon, Spa, and Gardening",,publish,,0,"2020-06-04 09:58:03",1,open,PLTHF7350,,,no,no,,930,724,,,,,,visible,outofstock,no,no,,no,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/DIPLOMAT-1.jpg ! alt :  ! title : DIPLOMAT ! desc :  ! caption : ",,https://shop.abchauz.com/product/diplomat-7350/,simple,outofstock,"Bathroom|Bathroom > Health Faucet","Diplomat|Health Faucet|Plato Health Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,,,,,,,ABS,0|1|0,,"Health Faucet with Wall Hook and 1 Mtr SS304 Tube",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plato Health Faucet - Essentia",essentia-health-faucet,,241,"Health Faucet is a Triggered nozzle that delivers s spray of water to help cleaning / Washing after toilet use. It is placed in a holder that is fitted on the wall, near the toilet seat. It is connected from the faucet/tap via connection Pipe

Powerful. Clean. Efficient. That’s the easy part. Choosing from our wide array of designs, Water saving health faucet technologies and innovative features is the hard part. To help you decide, we have included a brief list of things to consider and a gallery of our health faucet designs. To learn more and see additional views of each.

Health faucets can also be used for Salon, Spa, and Gardening",,publish,,0,"2020-06-04 09:58:04",1,open,PLTHF7301,,,no,no,,440,340,,,,,,visible,outofstock,no,no,,no,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2020/06/ESSENTIA-1.jpg ! alt :  ! title : ESSENTIA ! desc :  ! caption : ",,https://shop.abchauz.com/product/essentia-health-faucet/,simple,outofstock,"Bathroom|Bathroom > Health Faucet","Essentia|Health Faucet|Plato Health Faucet",,,,,,,,,,,Plato,2|1|0,,,,,,,,,,,,,,,,,White,1|1|0,,,,,,,,,,,,,,,,,ABS,0|1|0,,"Health Faucet with Wall Hook and 1 Mtr SS304 Tube",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
